,Model Name,Selected Features,Parameters,Train Time,Test Time,Train Accuracy,Test Accuracy,F1,Precision,Recall
40,SVC + RandomOverSampler + k=21 + isotonic,"""e_maxalloc"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMaxChar"",""DirectoryEntryImport""","{'kernel': 'rbf', 'C': 36.97004768176499, 'gamma': 0.001813852166802388}",15.339499950408936,2.576955556869507,0.9813941949888365,0.9660814046288907,0.9660771697011046,0.9663142634102823,0.9663142634102823
41,KNeighbors + RandomOverSampler + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""","{'n_neighbors': 23, 'metric': 'manhattan', 'weights': 'distance'}",1.1383397579193115,1.1319785118103027,0.9962788389977673,0.9748603351955307,0.9748473223641331,0.9758450560392146,0.9758450560392146
42,LGBM + ADASYN + k=23 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntrySecurity""","{'num_leaves': 147, 'learning_rate': 0.16555677316484504, 'max_depth': 9, 'min_child_samples': 39, 'subsample': 0.6737942858233472, 'colsample_bytree': 0.9600647983520972, 'reg_alpha': 2.5154003225044943, 'reg_lambda': 0.07174751240009092}",0.684887170791626,0.025510549545288086,0.9964715649647157,0.9850359138068635,0.9850344833928747,0.9852214249474522,0.9852214249474522
43,XGB + ADASYN + k=64 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""SizeOfUninitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""","{'max_depth': 4, 'learning_rate': 0.33165451800861045, 'subsample': 0.683507392428738, 'colsample_bytree': 0.8883896433066232, 'reg_alpha': 0.09091531458712078, 'reg_lambda': 6.127076330373008, 'min_child_weight': 0.0031594007368845405}",3.8244473934173584,0.014010906219482422,0.9988792029887921,0.9846368715083799,0.9846348842084182,0.9848877299803227,0.9848877299803227
44,RandomForest + ADASYN + k=36 + isotonic,"""e_cblp"",""e_cp"",""e_maxalloc"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oeminfo"",""Machine"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntrySecurity""","{'n_estimators': 194, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.7975348083406282}",71.906329870224,0.3101623058319092,0.9965130759651307,0.9828411811652035,0.9828405663801029,0.98291038767117,0.98291038767117
45,AdaBoost + ADASYN + k=44 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oeminfo"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntrySecurity""","{'n_estimators': 165, 'learning_rate': 0.9803381037057874}",20.004949808120728,0.4106779098510742,0.9824408468244085,0.977853152434158,0.9778525097021569,0.9779086290891653,0.9779086290891653
46,GradientBoosting + ADASYN + k=54 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""SectionsLength"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntrySecurity""","{'n_estimators': 164, 'learning_rate': 0.093883959466651, 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 3, 'subsample': 0.7065016055704308}",71.44245195388794,0.06342339515686035,0.9978829389788294,0.985634477254589,0.9856330474307224,0.9858278789639757,0.9858278789639757
47,DecisionTree + ADASYN + k=18 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.8180038443583572}",0.28719568252563477,0.003011941909790039,0.9954337899543378,0.9786512370311253,0.9786501958941785,0.9787446221904116,0.9787446221904116
48,ExtraTrees + ADASYN + k=22 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},3.5291075706481934,0.23034429550170898,0.9980074719800747,0.9818435754189944,0.9818416952645408,0.9820432230680206,0.9820432230680206
49,LogisticRegression + ADASYN + k=21 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},0.585557222366333,0.0022344589233398438,0.8210045662100457,0.9122106943335994,0.9121023064614975,0.9142539837991634,0.9142539837991634
50,SGD + ADASYN + k=21 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'alpha': 1.3550446313500833e-05, 'loss': 'modified_huber', 'penalty': 'l2'}",0.7825238704681396,0.0021963119506835938,0.8274387712743877,0.9171987230646449,0.9171254791677549,0.9186788242259503,0.9186788242259503
51,CatBoost + ADASYN + k=65 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""SizeOfUninitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""",{},28.71161699295044,0.014849185943603516,0.9991282689912827,0.9846368715083799,0.9846354029500182,0.9848222300277095,0.9848222300277095
52,MLP + ADASYN + k=45 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oeminfo"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""SectionsLength"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntrySecurity""",{},12.93443775177002,0.010138511657714844,0.8577833125778331,0.9158020750199521,0.9156053209733782,0.919716105770467,0.919716105770467
53,GaussianNB + ADASYN + k=21 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},0.03050398826599121,0.004124879837036133,0.7427563304275633,0.7318435754189944,0.7259663286711068,0.7535995457458964,0.7535995457458964
54,SVC + ADASYN + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""SizeOfStackReserve"",""SectionMaxChar""","{'kernel': 'rbf', 'C': 0.5797762454440061, 'gamma': 0.29302150937464555}",32.897772550582886,5.774317979812622,0.9380655873806558,0.945730247406225,0.9457001492060534,0.9467207097479265,0.9467207097479265
